drift_threshold,authorship_margin,uncorroborated_weight,suspicious,ramp_width,precision,recall,f1,fpr,tp,fp,fn,tn,hn_fpr,malicious_precision
0.45,0.15,0.6,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.15,0.6,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.15,0.8,0.3,0.1,0.325,0.7647,0.4561,0.4655,13,27,4,31,0.5556,0.0
0.45,0.15,0.8,0.3,0.2,0.3235,0.6471,0.4314,0.3966,11,23,6,35,0.5556,0.0
0.45,0.15,0.8,0.3,0.3,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.45,0.15,0.8,0.4,0.1,0.3077,0.7059,0.4286,0.4655,12,27,5,31,0.5556,0.0
0.45,0.15,0.8,0.4,0.2,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.45,0.15,0.8,0.4,0.3,0.3333,0.5294,0.4091,0.3103,9,18,8,40,0.5556,0.0
0.45,0.15,0.8,0.5,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.45,0.15,0.8,0.5,0.2,0.3448,0.5882,0.4348,0.3276,10,19,7,39,0.5556,0.0
0.45,0.15,0.8,0.5,0.3,0.3529,0.3529,0.3529,0.1897,6,11,11,47,0.5556,0.0
0.45,0.15,0.8,0.6,0.1,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.45,0.15,0.8,0.6,0.2,0.36,0.5294,0.4286,0.2759,9,16,8,42,0.5556,0.0
0.45,0.15,0.8,0.6,0.3,0.2308,0.1765,0.2,0.1724,3,10,14,48,0.5556,0.0
0.45,0.15,0.8,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.15,0.8,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.15,0.8,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.15,1.0,0.3,0.1,0.325,0.7647,0.4561,0.4655,13,27,4,31,0.5556,0.0
0.45,0.15,1.0,0.3,0.2,0.3235,0.6471,0.4314,0.3966,11,23,6,35,0.5556,0.0
0.45,0.15,1.0,0.3,0.3,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.45,0.15,1.0,0.4,0.1,0.3077,0.7059,0.4286,0.4655,12,27,5,31,0.5556,0.0
0.45,0.15,1.0,0.4,0.2,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.45,0.15,1.0,0.4,0.3,0.3333,0.5294,0.4091,0.3103,9,18,8,40,0.5556,0.0
0.45,0.15,1.0,0.5,0.1,0.3235,0.6471,0.4314,0.3966,11,23,6,35,0.5556,0.0
0.45,0.15,1.0,0.5,0.2,0.3333,0.5882,0.4255,0.3448,10,20,7,38,0.5556,0.0
0.45,0.15,1.0,0.5,0.3,0.3158,0.3529,0.3333,0.2241,6,13,11,45,0.5556,0.0
0.45,0.15,1.0,0.6,0.1,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.45,0.15,1.0,0.6,0.2,0.36,0.5294,0.4286,0.2759,9,16,8,42,0.5556,0.0
0.45,0.15,1.0,0.6,0.3,0.2308,0.1765,0.2,0.1724,3,10,14,48,0.5556,0.0
0.45,0.15,1.0,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.15,1.0,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.15,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.2,0.2,0.3,0.1,0.3939,0.7647,0.52,0.3448,13,20,4,38,0.1111,0.0
0.45,0.2,0.2,0.3,0.2,0.4231,0.6471,0.5116,0.2586,11,15,6,43,0.1111,0.0
0.45,0.2,0.2,0.3,0.3,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.1111,0.0
0.45,0.2,0.2,0.4,0.1,0.375,0.7059,0.4898,0.3448,12,20,5,38,0.1111,0.0
0.45,0.2,0.2,0.4,0.2,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.1111,0.0
0.45,0.2,0.2,0.4,0.3,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.1111,0.0
0.45,0.2,0.2,0.5,0.1,0.4074,0.6471,0.5,0.2759,11,16,6,42,0.1111,0.0
0.45,0.2,0.2,0.5,0.2,0.3684,0.4118,0.3889,0.2069,7,12,10,46,0.1111,0.0
0.45,0.2,0.2,0.5,0.3,0.4444,0.2353,0.3077,0.0862,4,5,13,53,0.1111,0.0
0.45,0.2,0.2,0.6,0.1,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.45,0.2,0.2,0.6,0.2,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.1111,0.0
0.45,0.2,0.2,0.6,0.3,0.4286,0.1765,0.25,0.069,3,4,14,54,0.1111,0.0
0.45,0.2,0.2,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.2,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.45,0.2,0.35,0.3,0.1,0.3333,0.7647,0.4643,0.4483,13,26,4,32,0.5556,0.0
0.45,0.2,0.35,0.3,0.2,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.45,0.2,0.35,0.3,0.3,0.3103,0.5294,0.3913,0.3448,9,20,8,38,0.5556,0.0
0.45,0.2,0.35,0.4,0.1,0.375,0.7059,0.4898,0.3448,12,20,5,38,0.1111,0.0
0.45,0.2,0.35,0.4,0.2,0.4091,0.5294,0.4615,0.2241,9,13,8,45,0.1111,0.0
0.45,0.2,0.35,0.4,0.3,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.1111,0.0
0.45,0.2,0.35,0.5,0.1,0.4074,0.6471,0.5,0.2759,11,16,6,42,0.1111,0.0
0.45,0.2,0.35,0.5,0.2,0.3684,0.4118,0.3889,0.2069,7,12,10,46,0.1111,0.0
0.45,0.2,0.35,0.5,0.3,0.4444,0.2353,0.3077,0.0862,4,5,13,53,0.1111,0.0
0.45,0.2,0.35,0.6,0.1,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.45,0.2,0.35,0.6,0.2,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.1111,0.0
0.45,0.2,0.35,0.6,0.3,0.4286,0.1765,0.25,0.069,3,4,14,54,0.1111,0.0
0.45,0.2,0.35,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.35,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.35,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.45,0.3,0.1,0.3333,0.7647,0.4643,0.4483,13,26,4,32,0.5556,0.0
0.45,0.2,0.45,0.3,0.2,0.3438,0.6471,0.449,0.3621,11,21,6,37,0.5556,0.0
0.45,0.2,0.45,0.3,0.3,0.3103,0.5294,0.3913,0.3448,9,20,8,38,0.5556,0.0
0.45,0.2,0.45,0.4,0.1,0.3158,0.7059,0.4364,0.4483,12,26,5,32,0.5556,0.0
0.45,0.2,0.45,0.4,0.2,0.3214,0.5294,0.4,0.3276,9,19,8,39,0.5556,0.0
0.45,0.2,0.45,0.4,0.3,0.3043,0.4118,0.35,0.2759,7,16,10,42,0.5556,0.0
0.45,0.2,0.45,0.5,0.1,0.4074,0.6471,0.5,0.2759,11,16,6,42,0.1111,0.0
0.45,0.2,0.45,0.5,0.2,0.3684,0.4118,0.3889,0.2069,7,12,10,46,0.1111,0.0
0.45,0.2,0.45,0.5,0.3,0.4444,0.2353,0.3077,0.0862,4,5,13,53,0.1111,0.0
0.45,0.2,0.45,0.6,0.1,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.45,0.2,0.45,0.6,0.2,0.4118,0.4118,0.4118,0.1724,7,10,10,48,0.1111,0.0
0.45,0.2,0.45,0.6,0.3,0.4286,0.1765,0.25,0.069,3,4,14,54,0.1111,0.0
0.45,0.2,0.45,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.45,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.45,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.6,0.3,0.1,0.325,0.7647,0.4561,0.4655,13,27,4,31,0.5556,0.0
0.45,0.2,0.6,0.3,0.2,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.45,0.2,0.6,0.3,0.3,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.2,0.6,0.4,0.1,0.3158,0.7059,0.4364,0.4483,12,26,5,32,0.5556,0.0
0.45,0.2,0.6,0.4,0.2,0.3103,0.5294,0.3913,0.3448,9,20,8,38,0.5556,0.0
0.45,0.2,0.6,0.4,0.3,0.2917,0.4118,0.3415,0.2931,7,17,10,41,0.5556,0.0
0.45,0.2,0.6,0.5,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.45,0.2,0.6,0.5,0.2,0.28,0.4118,0.3333,0.3103,7,18,10,40,0.5556,0.0
0.45,0.2,0.6,0.5,0.3,0.2667,0.2353,0.25,0.1897,4,11,13,47,0.5556,0.0
0.45,0.2,0.6,0.6,0.1,0.3793,0.6471,0.4783,0.3103,11,18,6,40,0.5556,0.0
0.45,0.2,0.6,0.6,0.2,0.3333,0.4118,0.3684,0.2414,7,14,10,44,0.5556,0.0
0.45,0.2,0.6,0.6,0.3,0.2727,0.1765,0.2143,0.1379,3,8,14,50,0.5556,0.0
0.45,0.2,0.6,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.6,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.6,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.2,0.8,0.3,0.1,0.325,0.7647,0.4561,0.4655,13,27,4,31,0.5556,0.0
0.45,0.2,0.8,0.3,0.2,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.45,0.2,0.8,0.3,0.3,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.2,0.8,0.4,0.1,0.3077,0.7059,0.4286,0.4655,12,27,5,31,0.5556,0.0
0.45,0.2,0.8,0.4,0.2,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.2,0.8,0.4,0.3,0.28,0.4118,0.3333,0.3103,7,18,10,40,0.5556,0.0
0.45,0.2,0.8,0.5,0.1,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.45,0.2,0.8,0.5,0.2,0.2692,0.4118,0.3256,0.3276,7,19,10,39,0.5556,0.0
0.45,0.2,0.8,0.5,0.3,0.2667,0.2353,0.25,0.1897,4,11,13,47,0.5556,0.0
0.45,0.2,0.8,0.6,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.45,0.2,0.8,0.6,0.2,0.3043,0.4118,0.35,0.2759,7,16,10,42,0.5556,0.0
0.45,0.2,0.8,0.6,0.3,0.2308,0.1765,0.2,0.1724,3,10,14,48,0.5556,0.0
0.45,0.2,0.8,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.2,0.8,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.2,0.8,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.2,1.0,0.3,0.1,0.325,0.7647,0.4561,0.4655,13,27,4,31,0.5556,0.0
0.45,0.2,1.0,0.3,0.2,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.45,0.2,1.0,0.3,0.3,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.2,1.0,0.4,0.1,0.3077,0.7059,0.4286,0.4655,12,27,5,31,0.5556,0.0
0.45,0.2,1.0,0.4,0.2,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.2,1.0,0.4,0.3,0.28,0.4118,0.3333,0.3103,7,18,10,40,0.5556,0.0
0.45,0.2,1.0,0.5,0.1,0.3235,0.6471,0.4314,0.3966,11,23,6,35,0.5556,0.0
0.45,0.2,1.0,0.5,0.2,0.2593,0.4118,0.3182,0.3448,7,20,10,38,0.5556,0.0
0.45,0.2,1.0,0.5,0.3,0.2353,0.2353,0.2353,0.2241,4,13,13,45,0.5556,0.0
0.45,0.2,1.0,0.6,0.1,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.45,0.2,1.0,0.6,0.2,0.3043,0.4118,0.35,0.2759,7,16,10,42,0.5556,0.0
0.45,0.2,1.0,0.6,0.3,0.2308,0.1765,0.2,0.1724,3,10,14,48,0.5556,0.0
0.45,0.2,1.0,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.2,1.0,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.2,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.25,0.2,0.3,0.1,0.4062,0.7647,0.5306,0.3276,13,19,4,39,0.1111,0.0
0.45,0.25,0.2,0.3,0.2,0.375,0.5294,0.439,0.2586,9,15,8,43,0.1111,0.0
0.45,0.25,0.2,0.3,0.3,0.35,0.4118,0.3784,0.2241,7,13,10,45,0.1111,0.0
0.45,0.25,0.2,0.4,0.1,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.1111,0.0
0.45,0.25,0.2,0.4,0.2,0.35,0.4118,0.3784,0.2241,7,13,10,45,0.1111,0.0
0.45,0.25,0.2,0.4,0.3,0.3333,0.2941,0.3125,0.1724,5,10,12,48,0.1111,0.0
0.45,0.25,0.2,0.5,0.1,0.375,0.5294,0.439,0.2586,9,15,8,43,0.1111,0.0
0.45,0.25,0.2,0.5,0.2,0.2941,0.2941,0.2941,0.2069,5,12,12,46,0.1111,0.0
0.45,0.25,0.2,0.5,0.3,0.4444,0.2353,0.3077,0.0862,4,5,13,53,0.1111,0.0
0.45,0.25,0.2,0.6,0.1,0.3913,0.5294,0.45,0.2414,9,14,8,44,0.1111,0.0
0.45,0.25,0.2,0.6,0.2,0.3333,0.2941,0.3125,0.1724,5,10,12,48,0.1111,0.0
0.45,0.25,0.2,0.6,0.3,0.4286,0.1765,0.25,0.069,3,4,14,54,0.1111,0.0
0.45,0.25,0.2,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.2,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0,0,17,58,0.0,0.0
0.45,0.25,0.35,0.3,0.1,0.3421,0.7647,0.4727,0.431,13,25,4,33,0.5556,0.0
0.45,0.25,0.35,0.3,0.2,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.25,0.35,0.3,0.3,0.2593,0.4118,0.3182,0.3448,7,20,10,38,0.5556,0.0
0.45,0.25,0.35,0.4,0.1,0.3667,0.6471,0.4681,0.3276,11,19,6,39,0.1111,0.0
0.45,0.25,0.35,0.4,0.2,0.35,0.4118,0.3784,0.2241,7,13,10,45,0.1111,0.0
0.45,0.25,0.35,0.4,0.3,0.3333,0.2941,0.3125,0.1724,5,10,12,48,0.1111,0.0
0.45,0.25,0.35,0.5,0.1,0.375,0.5294,0.439,0.2586,9,15,8,43,0.1111,0.0
0.45,0.25,0.35,0.5,0.2,0.2941,0.2941,0.2941,0.2069,5,12,12,46,0.1111,0.0
0.45,0.25,0.35,0.5,0.3,0.4444,0.2353,0.3077,0.0862,4,5,13,53,0.1111,0.0
0.45,0.25,0.35,0.6,0.1,0.3913,0.5294,0.45,0.2414,9,14,8,44,0.1111,0.0
0.45,0.25,0.35,0.6,0.2,0.3333,0.2941,0.3125,0.1724,5,10,12,48,0.1111,0.0
0.45,0.25,0.35,0.6,0.3,0.4286,0.1765,0.25,0.069,3,4,14,54,0.1111,0.0
0.45,0.25,0.35,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.35,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.35,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.45,0.3,0.1,0.3421,0.7647,0.4727,0.431,13,25,4,33,0.5556,0.0
0.45,0.25,0.45,0.3,0.2,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.25,0.45,0.3,0.3,0.2593,0.4118,0.3182,0.3448,7,20,10,38,0.5556,0.0
0.45,0.25,0.45,0.4,0.1,0.3056,0.6471,0.4151,0.431,11,25,6,33,0.5556,0.0
0.45,0.25,0.45,0.4,0.2,0.2692,0.4118,0.3256,0.3276,7,19,10,39,0.5556,0.0
0.45,0.25,0.45,0.4,0.3,0.2381,0.2941,0.2632,0.2759,5,16,12,42,0.5556,0.0
0.45,0.25,0.45,0.5,0.1,0.375,0.5294,0.439,0.2586,9,15,8,43,0.1111,0.0
0.45,0.25,0.45,0.5,0.2,0.2941,0.2941,0.2941,0.2069,5,12,12,46,0.1111,0.0
0.45,0.25,0.45,0.5,0.3,0.4444,0.2353,0.3077,0.0862,4,5,13,53,0.1111,0.0
0.45,0.25,0.45,0.6,0.1,0.3913,0.5294,0.45,0.2414,9,14,8,44,0.1111,0.0
0.45,0.25,0.45,0.6,0.2,0.3333,0.2941,0.3125,0.1724,5,10,12,48,0.1111,0.0
0.45,0.25,0.45,0.6,0.3,0.4286,0.1765,0.25,0.069,3,4,14,54,0.1111,0.0
0.45,0.25,0.45,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.45,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.45,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.6,0.3,0.1,0.3333,0.7647,0.4643,0.4483,13,26,4,32,0.5556,0.0
0.45,0.25,0.6,0.3,0.2,0.2903,0.5294,0.375,0.3793,9,22,8,36,0.5556,0.0
0.45,0.25,0.6,0.3,0.3,0.25,0.4118,0.3111,0.3621,7,21,10,37,0.5556,0.0
0.45,0.25,0.6,0.4,0.1,0.3056,0.6471,0.4151,0.431,11,25,6,33,0.5556,0.0
0.45,0.25,0.6,0.4,0.2,0.2593,0.4118,0.3182,0.3448,7,20,10,38,0.5556,0.0
0.45,0.25,0.6,0.4,0.3,0.2273,0.2941,0.2564,0.2931,5,17,12,41,0.5556,0.0
0.45,0.25,0.6,0.5,0.1,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.25,0.6,0.5,0.2,0.2174,0.2941,0.25,0.3103,5,18,12,40,0.5556,0.0
0.45,0.25,0.6,0.5,0.3,0.2667,0.2353,0.25,0.1897,4,11,13,47,0.5556,0.0
0.45,0.25,0.6,0.6,0.1,0.3333,0.5294,0.4091,0.3103,9,18,8,40,0.5556,0.0
0.45,0.25,0.6,0.6,0.2,0.2632,0.2941,0.2778,0.2414,5,14,12,44,0.5556,0.0
0.45,0.25,0.6,0.6,0.3,0.2727,0.1765,0.2143,0.1379,3,8,14,50,0.5556,0.0
0.45,0.25,0.6,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.6,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.6,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.45,0.25,0.8,0.3,0.1,0.3333,0.7647,0.4643,0.4483,13,26,4,32,0.5556,0.0
0.45,0.25,0.8,0.3,0.2,0.2903,0.5294,0.375,0.3793,9,22,8,36,0.5556,0.0
0.45,0.25,0.8,0.3,0.3,0.25,0.4118,0.3111,0.3621,7,21,10,37,0.5556,0.0
0.45,0.25,0.8,0.4,0.1,0.2973,0.6471,0.4074,0.4483,11,26,6,32,0.5556,0.0
0.45,0.25,0.8,0.4,0.2,0.25,0.4118,0.3111,0.3621,7,21,10,37,0.5556,0.0
0.45,0.25,0.8,0.4,0.3,0.2174,0.2941,0.25,0.3103,5,18,12,40,0.5556,0.0
0.45,0.25,0.8,0.5,0.1,0.3,0.5294,0.383,0.3621,9,21,8,37,0.5556,0.0
0.45,0.25,0.8,0.5,0.2,0.2083,0.2941,0.2439,0.3276,5,19,12,39,0.5556,0.0
0.45,0.25,0.8,0.5,0.3,0.2667,0.2353,0.25,0.1897,4,11,13,47,0.5556,0.0
0.45,0.25,0.8,0.6,0.1,0.3103,0.5294,0.3913,0.3448,9,20,8,38,0.5556,0.0
0.45,0.25,0.8,0.6,0.2,0.2381,0.2941,0.2632,0.2759,5,16,12,42,0.5556,0.0
0.45,0.25,0.8,0.6,0.3,0.2308,0.1765,0.2,0.1724,3,10,14,48,0.5556,0.0
0.45,0.25,0.8,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.25,0.8,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.25,0.8,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.25,1.0,0.3,0.1,0.3333,0.7647,0.4643,0.4483,13,26,4,32,0.5556,0.0
0.45,0.25,1.0,0.3,0.2,0.2903,0.5294,0.375,0.3793,9,22,8,36,0.5556,0.0
0.45,0.25,1.0,0.3,0.3,0.25,0.4118,0.3111,0.3621,7,21,10,37,0.5556,0.0
0.45,0.25,1.0,0.4,0.1,0.2973,0.6471,0.4074,0.4483,11,26,6,32,0.5556,0.0
0.45,0.25,1.0,0.4,0.2,0.25,0.4118,0.3111,0.3621,7,21,10,37,0.5556,0.0
0.45,0.25,1.0,0.4,0.3,0.2174,0.2941,0.25,0.3103,5,18,12,40,0.5556,0.0
0.45,0.25,1.0,0.5,0.1,0.2903,0.5294,0.375,0.3793,9,22,8,36,0.5556,0.0
0.45,0.25,1.0,0.5,0.2,0.2,0.2941,0.2381,0.3448,5,20,12,38,0.5556,0.0
0.45,0.25,1.0,0.5,0.3,0.2353,0.2353,0.2353,0.2241,4,13,13,45,0.5556,0.0
0.45,0.25,1.0,0.6,0.1,0.3103,0.5294,0.3913,0.3448,9,20,8,38,0.5556,0.0
0.45,0.25,1.0,0.6,0.2,0.2381,0.2941,0.2632,0.2759,5,16,12,42,0.5556,0.0
0.45,0.25,1.0,0.6,0.3,0.2308,0.1765,0.2,0.1724,3,10,14,48,0.5556,0.0
0.45,0.25,1.0,0.7,0.1,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.25,1.0,0.7,0.2,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.45,0.25,1.0,0.7,0.3,0.0,0.0,0.0,0.1379,0,8,17,50,0.5556,0.0
0.5,0.0,0.2,0.3,0.1,0.3889,0.8235,0.5283,0.3793,14,22,3,36,0.1111,0.0
0.5,0.0,0.2,0.3,0.2,0.3939,0.7647,0.52,0.3448,13,20,4,38,0.1111,0.0
0.5,0.0,0.2,0.3,0.3,0.4074,0.6471,0.5,0.2759,11,16,6,42,0.1111,0.0
0.5,0.0,0.2,0.4,0.1,0.3714,0.7647,0.5,0.3793,13,22,4,36,0.1111,0.0
0.5,0.0,0.2,0.4,0.2,0.4286,0.7059,0.5333,0.2759,12,16,5,42,0.1111,0.0
0.5,0.0,0.2,0.4,0.3,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.5,0.0,0.2,0.5,0.1,0.3824,0.7647,0.5098,0.3621,13,21,4,37,0.1111,0.0
0.5,0.0,0.2,0.5,0.2,0.4231,0.6471,0.5116,0.2586,11,15,6,43,0.1111,0.0
0.5,0.0,0.2,0.5,0.3,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.5,0.0,0.2,0.6,0.1,0.3939,0.7647,0.52,0.3448,13,20,4,38,0.1111,0.0
0.5,0.0,0.2,0.6,0.2,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.5,0.0,0.2,0.6,0.3,0.6667,0.5882,0.625,0.0862,10,5,7,53,0.1111,0.0
0.5,0.0,0.2,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.5,0.0,0.2,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.5,0.0,0.2,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.5,0.0,0.35,0.3,0.1,0.3333,0.8235,0.4746,0.4828,14,28,3,30,0.5556,0.0
0.5,0.0,0.35,0.3,0.2,0.3333,0.7647,0.4643,0.4483,13,26,4,32,0.5556,0.0
0.5,0.0,0.35,0.3,0.3,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.5,0.0,0.35,0.4,0.1,0.3714,0.7647,0.5,0.3793,13,22,4,36,0.1111,0.0
0.5,0.0,0.35,0.4,0.2,0.4286,0.7059,0.5333,0.2759,12,16,5,42,0.1111,0.0
0.5,0.0,0.35,0.4,0.3,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.5,0.0,0.35,0.5,0.1,0.3824,0.7647,0.5098,0.3621,13,21,4,37,0.1111,0.0
0.5,0.0,0.35,0.5,0.2,0.4231,0.6471,0.5116,0.2586,11,15,6,43,0.1111,0.0
0.5,0.0,0.35,0.5,0.3,0.5,0.6471,0.5641,0.1897,11,11,6,47,0.1111,0.0
0.5,0.0,0.35,0.6,0.1,0.3939,0.7647,0.52,0.3448,13,20,4,38,0.1111,0.0
0.5,0.0,0.35,0.6,0.2,0.44,0.6471,0.5238,0.2414,11,14,6,44,0.1111,0.0
0.5,0.0,0.35,0.6,0.3,0.6667,0.5882,0.625,0.0862,10,5,7,53,0.1111,0.0
0.5,0.0,0.35,0.7,0.1,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.5,0.0,0.35,0.7,0.2,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.5,0.0,0.35,0.7,0.3,0.0,0.0,0.0,0.0345,0,2,17,56,0.1111,0.0
0.5,0.0,0.45,0.3,0.1,0.3333,0.8235,0.4746,0.4828,14,28,3,30,0.5556,0.0
0.5,0.0,0.45,0.3,0.2,0.3333,0.7647,0.4643,0.4483,13,26,4,32,0.5556,0.0
0.5,0.0,0.45,0.3,0.3,0.3333,0.6471,0.44,0.3793,11,22,6,36,0.5556,0.0
0.5,0.0,0.45,0.4,0.1,0.3171,0.7647,0.4483,0.4828,13,28,4,30,0.5556,0.0
0.5,0.0,0.45,0.4,0.2,0.3529,0.7059,0.4706,0.3793,12,22,5,36,0.5556,0.0
0.5,0.0,0.45,0.4,0.3,0.3548,0.6471,0.4583,0.3448,11,20,6,38,0.5556,0.0
0.5,0.0,0.45,0.5,0.1,0.3824,0.7647,0.5098,0.3621,13,21,4,37,0.1111,0.0
